customer_id,age,tenure,plan_type,monthly_usage,engagement_score,complaints,payment_delay,usage_volatility,shock_flag,treatment_flag,discount_percent,CLV,retention_cost,churn,time_to_churn,charge_ratio,risk_behavior_score,service_pain_index,value_density,treatment_value_ratio
0,56,24,plus,38.41996939426253,0.1653964882441072,1,3.2353539390699786,0.7455689656541933,0,1,20,1848.0932877453813,42.63596454460384,0,20.593053259356964,0.020777734497705303,0.6222544769911983,3.2353539390699786,73.92373150981525,0.010816111946621259
1,69,19,plus,58.23769948323808,0.2878503666700382,2,3.1030799241911566,0.1620103305850505,0,0,0,2203.76418145556,103.5640422676698,0,41.81676573684799,0.02641448004874164,0.11537559752180959,6.206159848382313,110.188209072778,0.0
2,46,18,plus,56.396894271942045,0.6292041044585968,0,3.2294317873019924,0.6815012303761604,1,1,30,2084.514674641415,74.2559447934737,1,67.86562582470546,0.02704219488728315,0.25269785902989655,0.0,109.71129866533762,0.014384938339097627
3,32,64,premium,27.619835853646983,0.6016175547701714,1,3.36174345511672,0.072247758162778,0,1,20,3585.0530418556527,54.281662086429286,0,28.36573402635544,0.007702015427901958,0.028782238559260806,3.36174345511672,55.15466218239466,0.005577162347172289
4,60,35,premium,40.33709214953599,0.8498610208149773,0,4.863901724604592,0.313430781164453,0,0,0,2803.6955387396906,26.60496492099824,0,20.28305174927347,0.01438198606315099,0.04705817752919522,0.0,77.88043163165807,0.0
5,25,62,basic,24.518024343916125,0.4276191256011324,1,2.8117083241814687,0.3741813024505989,0,0,0,3137.300204069883,119.039179842564,0,33.649079001087536,0.007812517206645844,0.21417422108038095,2.8117083241814687,49.79841593761719,0.0
6,38,1,premium,88.25193472630083,0.5781724425102829,1,6.266403690687846,0.3136671722930307,0,1,30,144.58599641639745,42.8496232630027,0,39.59519616882088,0.6061842271827248,0.1323134571530754,6.266403690687846,72.29299820819872,0.2060637749402461
7,56,25,premium,44.55893411804733,0.8359258841704656,3,1.6740359241831817,0.3107718269202563,0,0,0,2243.5677559539795,147.53128207963232,1,18.75855338386343,0.01985189976994436,0.05098961272667013,5.022107772549545,86.29106753669151,0.0
8,36,45,premium,39.84813240758784,0.4376933916013206,2,10.886644228862211,0.5324379613118985,0,1,10,3581.6480027016773,78.49857777492463,0,52.7823329705805,0.01112253628532257,0.29939338420800093,21.773288457724423,77.86191310221038,0.0027912315115688154
9,40,49,plus,42.49749133580337,0.8595945464880572,3,0.1025831452439208,0.8235992509664115,1,1,10,4114.261159781656,40.44168653726813,1,8.79953622578407,0.010326803010980271,0.11563782634403538,0.3077494357317624,82.28522319563312,0.0024299794379345225
10,28,16,plus,38.687156613669416,0.7065126735365865,1,0.4318946030407362,0.8733370879416558,1,0,0,1200.8059360715936,28.311174567415165,1,10.02627208620557,0.03219085166123256,0.25631336704133956,0.4318946030407362,70.63564329832903,0.0
11,28,19,plus,47.25452510237112,0.8540192573302923,0,0.2622710936674258,0.073476883005723,0,0,0,1764.212473623626,93.5454689343958,0,29.72202028972484,0.02676987943857381,0.01072620995023067,0.0,88.2106236811813,0.0
12,41,23,basic,68.52629483406247,0.256768262934932,2,1.7302350144883094,0.1923726033905135,0,0,0,3127.0520227794927,68.21221961132592,0,35.78340568536313,0.02190701891625577,0.14297742418166076,3.460470028976619,130.29383428247885,0.0
13,70,25,premium,51.46010576526983,0.6232438801583263,2,2.65934651429071,0.3092983204043513,1,1,30,2659.905376891064,92.62534200829012,1,5.775731365671604,0.019339321951160303,0.11653003506909015,5.31869302858142,102.30405295734862,0.01127435806644551
14,53,16,basic,29.18596524158309,0.7293702183385545,1,1.753145654608948,0.6837665279669505,0,1,10,951.644827624098,127.73792543620418,0,31.687336956582705,0.03063677500288651,0.18504758617110045,1.753145654608948,55.97910750729988,0.010497091581277002
15,57,54,basic,32.78010657493935,0.8367439340182009,0,0.7077050463562308,0.4024368535463909,0,0,0,3674.794036145134,112.40031382086826,1,22.59537113541693,0.008917830066810923,0.0657002575160772,0.0,66.81443702082062,0.0
16,41,1,premium,52.61906996275088,0.9396053463308196,1,0.7920617643961418,0.4767808266426526,0,1,20,102.00543557130752,127.51870819636795,0,35.23384323812004,0.5108377987132952,0.028795012901188542,0.7920617643961418,51.00271778565376,0.1941645107277335
17,20,42,basic,37.51132802918711,0.6178292207375182,2,4.938047851584168,0.7844331378054744,0,1,10,3091.7978866198864,43.773492110705945,0,60.319550496893896,0.012128606331331653,0.2997874235544319,9.876095703168335,71.90227643302062,0.0032333182983803003
18,39,19,premium,47.13771942001531,0.0764627616906939,1,0.1647309730204589,0.6419111925779644,0,0,0,1735.1386712683782,92.5128960298691,1,25.0208007279836,0.027150895374951647,0.5928288900332863,0.1647309730204589,86.75693356341891,0.0
19,70,34,plus,89.6855238137496,0.6660422469229134,0,14.305793121996512,0.5874574735839483,0,1,20,6103.124321405925,137.01191550123167,0,25.543060632355512,0.014692610944905015,0.19618597790643735,0.0,174.37498061159786,0.0032764732411926898
20,19,55,basic,34.91442895064859,0.7152544854047148,1,3.826521234026496,0.5799755577733191,1,0,0,3896.551853919952,21.71370976863447,1,13.417452721173325,0.008958040908559946,0.1651454386508513,3.826521234026496,69.58128310571342,0.0
21,41,18,plus,28.307043796827298,0.0710604870491328,2,7.622297270619839,0.1993685324084263,0,0,0,1075.1056378552887,71.45031193225597,0,54.427955373787086,0.0263050789820636,0.18520130739321272,15.244594541239678,56.58450725554151,0.0
22,61,34,plus,38.89600363791006,0.3843676306398649,0,0.6056991725372021,0.110712416690698,0,1,10,2609.1563942500948,36.25477119326513,0,50.68296245963277,0.014901790453473954,0.06815814740488098,0.0,74.54732555000271,0.003831188055255604
23,47,45,plus,23.0124206927624,0.7158274941400842,1,2.457545226128237,0.3266420462455461,0,1,30,2034.131251294461,124.6207057940568,1,11.348874483221245,0.011307585531952876,0.09282268880080735,2.457545226128237,44.22024459335785,0.014741063988338967
24,55,6,premium,69.29156041703148,0.4307887620467496,0,2.2584402538862483,0.7684322651976359,0,0,0,831.5900539596222,39.16459621883086,0,67.56930757263383,0.08322410301143458,0.4374002809563667,0.0,118.79857913708888,0.0
25,19,21,premium,32.61052342785788,0.4274178346853471,0,2.909166192078988,0.8532466048769138,0,0,0,1434.3922480019587,130.03999418926963,0,54.23274795901172,0.022718893370959167,0.4885537885677994,0.0,65.19964763645267,0.0
26,38,70,basic,35.390526402355576,0.2347545539409428,2,4.510928264896014,0.7974213576589743,0,1,30,4960.101945504324,121.9507780716055,0,31.197134371631623,0.007133601927778553,0.6102230625387608,9.021856529792029,69.86059078175104,0.006047043646661111
27,50,48,basic,29.99854674280381,0.5899230075894886,1,3.7526656553975344,0.1578057825035187,0,0,0,2910.513772652572,117.6419720819759,0,44.91671913864101,0.010303419143874856,0.06471252067403026,3.7526656553975344,59.39824025821575,0.0
28,29,39,premium,24.62517650650136,0.6371349580483053,2,1.497519462587594,0.9188954663756562,0,0,0,1893.365868577282,97.19319691508515,0,28.765083559337025,0.01299916606130341,0.3334350419556245,2.995038925175188,47.33414671443205,0.0
29,39,31,plus,49.177233517317205,0.6553657599549372,0,6.104499718344573,0.3875776783761785,0,0,0,3017.941330866812,113.10156642563746,1,6.193630507257182,0.016289562508058814,0.13357253864560406,0.0,94.31066658958788,0.0
30,61,10,basic,38.73248103365339,0.5959013882980088,2,0.043055818362214,0.8376595478482619,0,1,20,814.9218023078739,99.07107969691792,0,14.218026238679531,0.04747082492966448,0.33849706036440036,0.086111636724428,74.08380020980672,0.024512152933564273
31,42,30,premium,22.9296161575032,0.3939021464885003,0,0.8760164579438408,0.626140529959186,0,1,10,1305.005557669369,42.046880386388025,0,33.49756599004303,0.017557058637960338,0.3795024312048155,0.0,42.09695347320545,0.007656935256727001
32,66,18,premium,44.41676621585607,0.40640449965597,1,2.198561188021822,0.7933924806046823,0,0,0,1661.634591395689,61.289754393521285,0,37.01673862280813,0.026714689111917652,0.47095420649372755,2.198561188021822,87.45445217872047,0.0
33,44,60,plus,55.48491262362034,0.5169384364710995,1,5.879993400255535,0.03029398946304,0,0,0,6725.719650571129,62.62561209946424,0,44.25616461932128,0.008248435419619341,0.014633861915544139,5.879993400255535,110.25769918969064,0.0
34,59,15,plus,43.37021021680495,0.8077919552799301,2,1.527031024275076,0.434705874403655,0,0,0,1276.2047409003278,74.90664926690224,0,50.669484318296405,0.03395713218714832,0.08355396614745482,3.054062048550152,79.76279630627049,0.0
35,45,4,plus,58.9892217121002,0.2502723472244752,1,4.488785971748264,0.6063705907176988,0,0,0,415.7669561327792,97.78366087932496,1,4.258602734334037,0.14154006416311618,0.45461279969088875,4.488785971748264,83.15339122655584,0.0
36,33,63,plus,75.47804161591671,0.8761840077490165,2,0.924078610204706,0.3698459235943058,0,1,10,9528.309515024772,39.16320441402837,0,37.76819500877092,0.00792062021880087,0.045792840009810404,1.848157220409412,148.87983617226206,0.0010493939759468507
37,32,40,premium,62.217421898759895,0.199521263969141,1,10.454675759363624,0.7893947971827395,1,1,30,4937.451757574931,143.85841717939604,1,3.7347908493291024,0.012598568327275163,0.6318937494781756,10.454675759363624,120.42565262377882,0.006074778386562949
38,64,9,premium,53.23777543403232,0.7980194187626927,1,0.0467277398668241,0.723618229807766,0,1,20,1014.1114003381008,30.9781929828015,0,23.34915449988975,0.052445254201953145,0.14615683065048402,0.0467277398668241,101.41114003381009,0.019702271093929836
39,68,9,plus,62.18291188180689,0.9310783861789728,2,0.5838048466016901,0.3898190419391958,0,0,0,1108.9507714282724,86.97267229300202,0,17.789933143408966,0.05602312596421786,0.026866957468616073,1.1676096932033802,110.89507714282725,0.0
40,61,26,plus,83.40669334252303,0.013240307006969,0,0.0664637597459393,0.4389428508583108,0,0,0,4355.134834102314,25.01564160934896,0,50.222123791461335,0.019146949421667975,0.43313111275443256,0.0,161.30129015193756,0.0
41,72,4,premium,28.3812802633872,0.768962785244958,2,0.0518613190331099,0.4914134073452233,0,0,0,215.40046503321847,56.54270223178865,0,25.666612570839128,0.13115166022878252,0.11353478492632531,0.1037226380662198,43.08009300664369,0.0
42,69,16,basic,59.49078359478423,0.0775391739367492,2,7.084517680285217,0.5451204139193212,1,1,10,1925.644688900936,91.06683032407088,1,4.2249947197573015,0.03087792156877719,0.5028522273279582,14.169035360570433,113.2732169941727,0.00519037062599464
43,74,15,basic,35.04571819365561,0.7608956954197382,1,0.9684740984643933,0.2982936773266741,0,0,0,1020.781943123801,103.77235850125422,0,33.57078436095867,0.034298627441500404,0.07132330227788342,0.9684740984643933,63.798871445237566,0.0
44,20,52,premium,53.62575191101277,0.1930540409679763,1,0.800767020902545,0.2290761343299586,0,1,20,5614.946520461816,77.92324815277186,1,9.039793202530912,0.009548835929193101,0.18485206090823714,0.800767020902545,105.94238717852484,0.0035612874743606603
45,54,69,basic,30.16872991827634,0.6576054433129315,1,0.9323304201093944,0.1127349215848508,0,0,0,4179.476397007709,102.30380661698396,0,37.68238605057304,0.0072165770245397,0.03859982349919642,0.9323304201093944,59.7068056715387,0.0
46,68,5,basic,61.338466040835854,0.4958891047720057,3,4.870898067220236,0.1403262088644986,0,0,0,557.5011808376269,89.5148222379069,0,26.6886713704958,0.10982692274498305,0.07073997077463288,14.612694201660709,92.9168634729378,0.0
47,24,20,basic,54.19887035907243,0.5075644831807827,1,1.120966189717902,0.467617398951342,0,0,0,2125.050650531782,48.76485005100259,0,23.338934849024334,0.025492746537113704,0.2302714155262622,1.120966189717902,101.19288812056105,0.0
48,38,18,basic,72.492535537463,0.1923098510398453,3,2.697585928831824,0.6644500752002946,0,0,0,2561.7367657065,63.495429389582974,1,1.7544515811304189,0.028287156335183774,0.5366697802151119,8.092757786495472,134.8282508266579,0.0
49,26,2,basic,45.93090480504464,0.2770126599267744,1,5.86330835460205,0.6658987091725859,0,0,0,204.52082283090863,21.4286425818332,1,4.533743654258218,0.22348540732942712,0.4814363365028823,5.86330835460205,68.17360761030288,0.0
50,56,13,basic,45.45355505002753,0.7699535926453815,0,1.151579681946557,0.4564944341865609,0,0,0,1288.0911155190056,22.21249832493948,0,32.966782589915255,0.035260156945327574,0.10501490456199765,0.0,92.00650825135754,0.0
51,35,4,premium,45.6034355701128,0.2466918638415241,0,0.4727957314037133,0.6187902954341501,0,1,10,314.38529372252344,71.40396070090723,1,25.720507066349448,0.14459594812380436,0.4661397641264523,0.0,62.87705874450469,0.031707248876347474
52,21,42,plus,86.9172050566461,0.6521861792911465,1,0.2095867665528766,0.9590004423768718,0,0,0,7271.12806276908,78.80086066897405,1,4.490059352539625,0.01195210044520995,0.33355360792458044,0.2095867665528766,169.09600145974605,0.0
53,42,61,plus,59.50245056129601,0.7542316129234167,0,2.4857101998865976,0.982284379385597,0,0,0,7334.357023137292,128.58143566392116,1,2.316339756110514,0.008111732036165723,0.24141444757212083,0.0,118.29608101834343,0.0
54,31,8,basic,70.1701225879736,0.8346929845704854,0,2.792900717477816,0.8448131957808909,0,0,0,1167.586046069718,23.9015679622927,0,80.36293267871795,0.06004703104574573,0.1396535479900093,0.0,129.7317828966353,0.0
55,67,67,plus,60.86535228961799,0.3593556844801262,1,6.144882677720512,0.9143753261924202,0,0,0,8220.849021008162,39.356325232466624,1,14.038019617480945,0.007402878857796721,0.5857893549768044,6.144882677720512,120.89483854423767,0.0
56,26,63,plus,63.22929562280779,0.7975805200441247,2,1.924762304290199,0.1359611047394054,0,1,30,7941.246812429297,77.42128733733324,0,50.51559377631197,0.00796113456507754,0.02752117611557673,3.849524608580398,124.08198144420777,0.0037772686632013505
57,43,9,plus,27.87323726150777,0.2317356857936579,2,6.057470317612624,0.278773365514335,0,1,10,557.0455843195647,45.2003320274614,1,3.349463386905831,0.04994795773806566,0.21417162847586454,12.114940635225247,55.70455843195647,0.01791968305276205
58,70,11,basic,41.60238545601152,0.7662517250063162,2,2.167640458991345,0.953983516884056,0,1,20,1026.5175124001537,126.2658401218346,0,34.01588011721448,0.04048824954704032,0.2229920014440559,4.33528091798269,85.54312603334614,0.019464388449480025
59,19,42,plus,40.680191801972285,0.7196435890987091,2,2.6763888219306846,0.1302706058779551,0,1,20,3460.266506354862,112.31268995055504,0,30.363603962513007,0.011752978780248134,0.03652219950988011,5.352777643861369,80.47131410127587,0.005778231743577137
60,37,13,premium,50.88624669024583,0.4838355673685693,1,2.313915385055414,0.8746089120070718,0,1,10,1381.908965717428,144.64104555377122,0,35.37269117803715,0.03679652670690942,0.45144201284052315,2.313915385055414,98.70778326553057,0.007231133970421678
61,45,36,plus,48.44748924862044,0.5461062056552588,3,1.0718037184454454,0.4392110977952134,0,1,20,3398.451995920332,46.55586059941504,0,22.18191252389261,0.01425155857672415,0.1993551916965886,3.2154111553363363,91.85005394379276,0.005883301197958352
62,64,13,plus,25.884868039864163,0.7299919641167771,0,5.56719663424353,0.9749764778651548,0,0,0,775.6011765924544,65.29200148103362,1,33.05048492219013,0.03333096680775189,0.26325148382071295,0.0,55.40008404231817,0.0
63,24,12,plus,50.64410693857592,0.6005817409575627,4,6.47044675017276,0.7165417892303128,0,1,30,1252.082552240797,63.20341655655649,1,1.1308033251614769,0.04041561894546591,0.2861998739855246,25.88178700069104,96.3140424800613,0.023940960590627624
64,61,37,plus,19.812547224419724,0.1861174818407618,2,5.660018651747615,0.3370391236378427,0,0,0,1489.2702964062496,77.90926170894946,1,12.548795631289895,0.01329459982675438,0.2743102506645502,11.32003730349523,39.191323589638145,0.0
65,25,52,plus,61.647063681969854,0.0660671904961032,1,0.3405822700844587,0.1180683382902275,0,1,20,6437.317767690451,34.74006342641324,1,8.398855247506711,0.009575026568482631,0.11026789489284869,0.3405822700844587,121.4588258054802,0.003106401504499581
66,64,71,basic,51.55930415198003,0.8995128647115751,0,3.294337345816853,0.2388810689347754,0,1,10,7311.907353834528,116.90062452946628,0,28.22761651575233,0.007050452256166608,0.02400447429189233,0.0,101.55426880325734,0.0013674451919258204
67,52,2,plus,68.68036947525621,0.4836195050019276,1,1.7614461140845372,0.704220767462204,0,1,10,268.60878894722924,25.32322164294332,0,38.0881804171559,0.2547408403985639,0.3636458684900553,1.7614461140845372,89.53626298240975,0.037090778972926244
68,31,56,premium,53.19272252905669,0.1053494510103544,1,0.3086102627513918,0.32107459582379,0,0,0,6013.462246392515,107.14819430710376,1,0.0767957177495224,0.008844136075666911,0.28724956342038227,0.3086102627513918,105.49933765600903,0.0
69,34,60,plus,43.06409874853659,0.436491238718725,0,0.1914027761302545,0.9491014866995684,1,0,0,5250.187830075774,87.21771202358424,0,16.52889395819201,0.008200830010667353,0.5348270031002903,0.0,86.06865295206188,0.0
70,53,23,basic,26.356481022367024,0.7279148960470215,1,3.590440886484508,0.5348079589740011,0,0,0,1083.5317501872823,130.52793666615202,0,59.003100774366594,0.024302175586667384,0.14551327911232134,3.590440886484508,45.14715625780343,0.0
71,67,40,basic,44.08217737384821,0.5971862708315379,0,1.5206881411784043,0.5246783213301683,0,0,0,3495.958504247311,59.08417421197419,0,47.08926645345312,0.012605862300140878,0.21134763122885378,0.0,85.26728059139782,0.0
72,57,64,plus,38.18433225681326,0.5582977879679284,1,1.4444856319343224,0.8071505668083989,0,0,0,4919.683131344146,68.4219147912979,0,32.16603556563169,0.007759965687199764,0.3565201908022102,1.4444856319343224,75.68743278990995,0.0
73,21,23,premium,55.57326148214098,0.4747304371830547,0,0.7188662835139165,0.7972482139154261,0,1,30,2586.990964805642,56.199347681685374,0,33.604614380526485,0.021473514489767368,0.4187702207799463,0.0,107.79129020023508,0.01159200337558095
