customer_id,age_x,tenure_x,plan_type_x,monthly_usage_x,engagement_score_x,complaints_x,payment_delay_x,usage_volatility_x,shock_flag_x,treatment_flag_x,discount_percent_x,CLV_x,retention_cost_x,churn_x,time_to_churn_x,age_y,tenure_y,plan_type_y,monthly_usage_y,engagement_score_y,complaints_y,payment_delay_y,usage_volatility_y,shock_flag_y,treatment_flag_y,discount_percent_y,CLV_y,retention_cost_y,churn_y,time_to_churn_y,tenure_years
0,56,60,basic,33.43781815004121,0.3361722539871558,0,0.9292348458502532,0.3669269391940591,0,0,0,4053.8794780353055,117.00884904842778,1,7.108486996965643,56,60,basic,33.43781815004121,0.3361722539871558,0,0.9292348458502532,0.3669269391940591,0,0,0,4053.8794780353055,117.00884904842778,1,7.108486996965643,5.0
1,69,46,premium,35.63108240757098,0.913485593751426,2,3.996430072173912,0.7350790865007168,0,1,20,3395.235929115988,30.957221256155734,0,27.292875682741634,69,46,premium,35.63108240757098,0.913485593751426,2,3.996430072173912,0.7350790865007168,0,1,20,3395.235929115988,30.957221256155734,0,27.292875682741634,3.8333333333333335
2,46,50,basic,35.140188837511424,0.5845733742960859,1,6.119893921107738,0.4355305418462479,1,0,0,3573.9362915268707,48.15114902178615,0,31.71153277912481,46,50,basic,35.140188837511424,0.5845733742960859,1,6.119893921107738,0.4355305418462479,1,0,0,3573.9362915268707,48.15114902178615,0,31.71153277912481,4.166666666666667
3,32,48,basic,45.699174577699054,0.6817247257528217,3,0.2231136757840905,0.405194604817745,0,0,0,4282.036418438965,85.04246451809449,0,24.83678707855224,32,48,basic,45.699174577699054,0.6817247257528217,3,0.2231136757840905,0.405194604817745,0,0,0,4282.036418438965,85.04246451809449,0,24.83678707855224,4.0
4,60,6,premium,79.27893634276136,0.7535672709704468,3,6.979721258810857,0.7966329488715274,0,0,0,1019.2144736087944,146.26448609940806,0,41.93526969991904,60,6,premium,79.27893634276136,0.7535672709704468,3,6.979721258810857,0.7966329488715274,0,0,0,1019.2144736087944,146.26448609940806,0,41.93526969991904,0.5
5,25,56,basic,51.16905944837315,0.7229508812097457,2,0.1908557284328179,0.1250367815439277,0,1,10,5810.951622642851,146.56244456930102,1,19.492202122084887,25,56,basic,51.16905944837315,0.7229508812097457,2,0.1908557284328179,0.1250367815439277,0,1,10,5810.951622642851,146.56244456930102,1,19.492202122084887,4.666666666666667
6,38,59,plus,67.74350734081285,0.5498297194245997,1,3.013595534452569,0.928209021490593,0,0,0,8053.501499868382,82.1849269483584,0,26.378260069666347,38,59,plus,67.74350734081285,0.5498297194245997,1,3.013595534452569,0.928209021490593,0,0,0,8053.501499868382,82.1849269483584,0,26.378260069666347,4.916666666666667
7,56,29,basic,57.60464518742212,0.8009632766763135,2,0.0669673121637627,0.5086807323061816,0,0,0,3378.6025792493656,124.6482945142594,0,30.0002844359977,56,29,basic,57.60464518742212,0.8009632766763135,2,0.0669673121637627,0.5086807323061816,0,0,0,3378.6025792493656,124.6482945142594,0,30.0002844359977,2.4166666666666665
8,36,71,basic,66.70793596973331,0.6151001716370882,1,7.904330425662182,0.6360743987410244,0,0,0,9550.074544365723,91.93650092205486,1,12.13524993911854,36,71,basic,66.70793596973331,0.6151001716370882,1,7.904330425662182,0.6360743987410244,0,0,0,9550.074544365723,91.93650092205486,1,12.13524993911854,5.916666666666667
9,40,18,basic,8.000535461096213,0.359039863480122,1,1.309431056654821,0.4052614928599543,0,0,0,332.15061892056497,117.72068308906036,0,32.763660765085895,40,18,basic,8.000535461096213,0.359039863480122,1,1.309431056654821,0.4052614928599543,0,0,0,332.15061892056497,117.72068308906036,0,32.763660765085895,1.5
10,28,2,basic,45.43312968277656,0.3648150229697047,0,3.1392245222454123,0.6458746494792665,0,0,0,210.66869924326843,104.9011214679879,1,6.811985166178349,28,2,basic,45.43312968277656,0.3648150229697047,0,3.1392245222454123,0.6458746494792665,0,0,0,210.66869924326843,104.9011214679879,1,6.811985166178349,0.1666666666666666
11,28,8,plus,69.6070313472607,0.782353995419221,2,0.6123111412246025,0.7098514498098689,0,1,10,1120.420016601664,110.63204335757251,1,8.39003633083938,28,8,plus,69.6070313472607,0.782353995419221,2,0.6123111412246025,0.7098514498098689,0,1,10,1120.420016601664,110.63204335757251,1,8.39003633083938,0.6666666666666666
12,41,54,plus,41.42396265876,0.4728364936673424,0,1.1625311614373648,0.8684773354970053,0,1,30,4420.207741966501,77.14915451415388,0,21.353050839331363,41,54,plus,41.42396265876,0.4728364936673424,0,1.1625311614373648,0.8684773354970053,0,1,30,4420.207741966501,77.14915451415388,0,21.353050839331363,4.5
13,70,38,plus,76.43709747304419,0.7502088019366024,3,4.126638775008778,0.854378714587408,0,1,20,5740.582945957527,128.30518079805256,0,29.78480269117156,70,38,plus,76.43709747304419,0.7502088019366024,3,4.126638775008778,0.854378714587408,0,1,20,5740.582945957527,128.30518079805256,0,29.78480269117156,3.1666666666666665
14,53,48,premium,72.25835230651643,0.4520235462464969,2,10.835298244715764,0.3578147000403964,0,1,20,6975.449569229942,77.93508961096686,0,32.69076810271447,53,48,premium,72.25835230651643,0.4520235462464969,2,10.835298244715764,0.3578147000403964,0,1,20,6975.449569229942,77.93508961096686,0,32.69076810271447,4.0
15,57,27,basic,42.96303925808807,0.6492452073577023,1,14.504992047408248,0.6158528709731044,0,1,10,2357.756812879324,111.74984415913272,0,23.54379242660911,57,27,basic,42.96303925808807,0.6492452073577023,1,14.504992047408248,0.6158528709731044,0,1,10,2357.756812879324,111.74984415913272,0,23.54379242660911,2.25
16,41,20,plus,42.45254721430465,0.7063908802922616,2,4.977137612052059,0.7805772983929773,1,0,0,1695.9662176957702,133.13220655900767,1,5.310293895654801,41,20,plus,42.45254721430465,0.7063908802922616,2,4.977137612052059,0.7805772983929773,1,0,0,1695.9662176957702,133.13220655900767,1,5.310293895654801,1.6666666666666667
17,20,12,plus,34.79591236468297,0.855240070511887,2,5.635739554838346,0.7648634901018825,1,0,0,792.2686294665198,105.22518893894116,1,10.689074201915131,20,12,plus,34.79591236468297,0.855240070511887,2,5.635739554838346,0.7648634901018825,1,0,0,792.2686294665198,105.22518893894116,1,10.689074201915131,1.0
18,39,43,premium,40.55608652204303,0.6418227896232732,4,10.46064427782275,0.8909314488955629,0,1,10,3431.322490431488,86.26945218205158,1,8.80570939730083,39,43,premium,40.55608652204303,0.6418227896232732,4,10.46064427782275,0.8909314488955629,0,1,10,3431.322490431488,86.26945218205158,1,8.80570939730083,3.583333333333333
19,70,61,basic,31.511164037466276,0.6658826371453711,2,0.1234558023609024,0.8319435395305138,0,0,0,3826.252394791612,88.68123053546091,1,5.2288187293287205,70,61,basic,31.51116403746628,0.6658826371453711,2,0.1234558023609024,0.8319435395305138,0,0,0,3826.252394791612,88.68123053546091,1,5.2288187293287205,5.083333333333333
20,19,31,plus,56.432167706495086,0.5337269489068212,5,0.5595325681481642,0.7178559262211771,0,0,0,3533.8880582782144,112.14607498325908,1,18.43296288117592,19,31,plus,56.432167706495086,0.5337269489068212,5,0.5595325681481642,0.7178559262211771,0,0,0,3533.8880582782144,112.14607498325908,1,18.43296288117592,2.583333333333333
21,41,61,premium,28.1593025998035,0.3802799230027144,2,0.1623479660239674,0.7488552349145273,0,1,10,3547.354769721132,31.98102491763194,0,20.82148821973546,41,61,premium,28.1593025998035,0.3802799230027144,2,0.1623479660239674,0.7488552349145273,0,1,10,3547.354769721132,31.98102491763194,0,20.82148821973546,5.083333333333333
22,61,67,basic,59.05599524285333,0.4707732127913014,1,2.086416563622552,0.807443756421509,0,0,0,7912.277797368945,102.75212647441656,0,22.911176341478825,61,67,basic,59.05599524285333,0.4707732127913014,1,2.086416563622552,0.807443756421509,0,0,0,7912.277797368945,102.75212647441656,0,22.911176341478825,5.583333333333333
23,47,35,premium,59.42118045350373,0.6561479774328478,1,9.545408186412596,0.8378885106523652,0,0,0,4173.870433869297,68.740752174275,0,37.48244990010237,47,35,premium,59.42118045350373,0.6561479774328478,1,9.545408186412596,0.8378885106523652,0,0,0,4173.870433869297,68.740752174275,0,37.48244990010237,2.9166666666666665
24,55,15,basic,25.081933922241163,0.8681555335470984,0,2.6199537018668617,0.3526690287367976,1,1,20,808.7552361407481,37.57916685337413,0,48.84421492715056,55,15,basic,25.081933922241163,0.8681555335470984,0,2.6199537018668617,0.3526690287367976,1,1,20,808.7552361407481,37.57916685337413,0,48.84421492715056,1.25
25,19,16,plus,73.24727909492509,0.7597435280706458,0,2.431768604757569,0.781810733836197,0,1,30,2340.7219580177,138.6291665540923,1,0.8976254128765009,19,16,plus,73.24727909492509,0.7597435280706458,0,2.431768604757569,0.781810733836197,0,1,30,2340.7219580177,138.6291665540923,1,0.8976254128765009,1.3333333333333333
26,38,13,premium,57.70413941622833,0.7051679849171292,1,5.257956989413072,0.9492089863073984,0,0,0,1518.745035477544,84.69155790372821,0,46.50871878245968,38,13,premium,57.70413941622833,0.7051679849171292,1,5.257956989413072,0.9492089863073984,0,0,0,1518.745035477544,84.69155790372821,0,46.50871878245968,1.0833333333333333
27,50,35,plus,61.24547032167303,0.7616791263068342,1,7.93306705988445,0.2329633882711338,1,1,30,4328.28209918777,79.40854064937562,1,2.2367311152604232,50,35,plus,61.24547032167303,0.7616791263068342,1,7.93306705988445,0.2329633882711338,1,1,30,4328.28209918777,79.40854064937562,1,2.2367311152604232,2.9166666666666665
28,29,59,plus,38.62002197685842,0.6364573906480179,1,3.5975054062049225,0.0482349583985356,0,0,0,4612.263930379412,90.51253939262432,0,23.2643676936624,29,59,plus,38.62002197685842,0.6364573906480179,1,3.5975054062049225,0.0482349583985356,0,0,0,4612.263930379412,90.51253939262432,0,23.2643676936624,4.916666666666667
29,39,21,basic,59.33568677709678,0.7896563069752413,0,6.772186223698329,0.0723962914594099,0,0,0,2494.805721680908,100.93070466809723,0,55.33823162643483,39,21,basic,59.33568677709678,0.7896563069752413,0,6.772186223698329,0.0723962914594099,0,0,0,2494.805721680908,100.93070466809723,0,55.33823162643483,1.75
30,61,54,premium,66.89590174583098,0.2542637791983271,1,0.5779022501223716,0.2167181803737757,1,1,10,7200.7278220006565,45.30241829150761,0,38.127414572250686,61,54,premium,66.89590174583098,0.2542637791983271,1,0.5779022501223716,0.2167181803737757,1,1,10,7200.7278220006565,45.30241829150761,0,38.127414572250686,4.5
31,42,30,plus,48.52087401492984,0.5895739097121817,0,2.0999536981320843,0.919790366610396,0,1,30,2921.45755647926,101.31390719286598,0,24.87042831564994,42,30,plus,48.52087401492984,0.5895739097121817,0,2.0999536981320843,0.919790366610396,0,1,30,2921.45755647926,101.31390719286598,0,24.87042831564994,2.5
32,66,48,basic,80.02883688872541,0.5997781070075201,1,1.360525456206268,0.1267960838834947,0,1,10,7597.902996608699,65.8186199586728,0,52.460957467305846,66,48,basic,80.02883688872541,0.5997781070075201,1,1.360525456206268,0.1267960838834947,0,1,10,7597.902996608699,65.8186199586728,0,52.460957467305846,4.0
33,44,35,plus,50.660969523694064,0.6459283853682223,0,1.212743412308417,0.7476030443558185,0,1,20,3560.9531692094224,112.91647135726082,0,39.57956996371859,44,35,plus,50.660969523694064,0.6459283853682223,0,1.212743412308417,0.7476030443558185,0,1,20,3560.9531692094224,112.91647135726082,0,39.57956996371859,2.9166666666666665
34,59,38,plus,67.11178700678713,0.2844255485871106,1,0.7233509535704478,0.8670438311189046,1,0,0,5143.840195025242,120.34264538217217,1,0.5810762110771303,59,38,plus,67.11178700678713,0.2844255485871106,1,0.7233509535704478,0.8670438311189046,1,0,0,5143.840195025242,120.34264538217217,1,0.5810762110771303,3.1666666666666665
35,45,31,basic,54.39513210887983,0.6444363301470961,0,6.732851845352563,0.8775210218837566,0,1,30,3457.4101371398747,20.972954464712565,0,27.76561648083869,45,31,basic,54.39513210887983,0.6444363301470961,0,6.732851845352563,0.8775210218837566,0,1,30,3457.4101371398747,20.972954464712565,0,27.76561648083869,2.583333333333333
36,33,24,basic,58.78282299285301,0.6814249630466961,1,1.7955256011894225,0.4167485849112248,0,1,10,2867.8078153577926,113.12419730710884,0,35.68563900996069,33,24,basic,58.78282299285301,0.6814249630466961,1,1.7955256011894225,0.4167485849112248,0,1,10,2867.8078153577926,113.12419730710884,0,35.68563900996069,2.0
37,32,49,basic,24.930015985478416,0.2156651091805204,0,2.2666896225854134,0.4952617349823082,0,0,0,2314.8394135181547,65.82556771881454,0,26.263826364922128,32,49,basic,24.930015985478416,0.2156651091805204,0,2.2666896225854134,0.4952617349823082,0,0,0,2314.8394135181547,65.82556771881454,0,26.263826364922128,4.083333333333333
38,64,32,plus,55.56580607323045,0.3837556557677569,2,0.9701793533458718,0.3232488556644188,0,1,20,3625.800495655963,59.482804513238015,1,10.325213913239736,64,32,plus,55.56580607323045,0.3837556557677569,2,0.9701793533458718,0.3232488556644188,0,1,20,3625.800495655963,59.482804513238015,1,10.325213913239736,2.6666666666666665
39,68,55,plus,38.97537348114101,0.4237614163039654,1,9.878446651451046,0.1473443898768106,0,0,0,4360.6385485681785,68.47670194996022,0,36.959386068976,68,55,plus,38.97537348114101,0.4237614163039654,1,9.878446651451046,0.1473443898768106,0,0,0,4360.6385485681785,68.47670194996022,0,36.959386068976,4.583333333333333
40,61,58,plus,37.304025413334685,0.8634842888187778,1,2.8341478060691347,0.2121712748734153,0,0,0,4281.235181304941,94.83298348831885,0,34.24721940742203,61,58,plus,37.304025413334685,0.8634842888187778,1,2.8341478060691347,0.2121712748734153,0,0,0,4281.235181304941,94.83298348831885,0,34.24721940742203,4.833333333333333
41,72,3,premium,76.16154776698968,0.3924159893963102,2,0.0020832597278277,0.1347851420720026,1,0,0,436.9382631107388,34.8909881937842,0,33.28901862736309,72,3,premium,76.16154776698968,0.3924159893963102,2,0.0020832597278277,0.1347851420720026,1,0,0,436.9382631107388,34.8909881937842,0,33.28901862736309,0.25
42,69,69,premium,46.79344627906477,0.4234402187211363,0,0.935483609406321,0.4075222681672757,0,0,0,6529.449009787199,110.7725709369622,1,24.492157748790625,69,69,premium,46.79344627906477,0.4234402187211363,0,0.935483609406321,0.4075222681672757,0,0,0,6529.449009787199,110.7725709369622,1,24.492157748790625,5.75
43,74,10,plus,34.95047253536755,0.5862706635163646,1,22.00451931522187,0.1703455833988648,0,0,0,701.7874928321609,77.87172143899654,0,44.96092091313764,74,10,plus,34.95047253536755,0.5862706635163646,1,22.00451931522187,0.1703455833988648,0,0,0,701.7874928321609,77.87172143899654,0,44.96092091313764,0.8333333333333334
44,20,25,basic,44.61302557836688,0.8044323818054809,1,11.039738187970624,0.4034007626472435,0,0,0,2201.274420282044,40.77892239063233,0,30.212712217661743,20,25,basic,44.61302557836688,0.8044323818054809,1,11.039738187970624,0.4034007626472435,0,0,0,2201.274420282044,40.77892239063233,0,30.212712217661743,2.083333333333333
45,54,68,plus,30.49324656617129,0.5160111286690606,3,2.3598459194976966,0.8511891287399997,0,1,20,4109.508639898317,86.21933100995467,0,61.301935774389314,54,68,plus,30.49324656617129,0.5160111286690606,3,2.3598459194976966,0.8511891287399997,0,1,20,4109.508639898317,86.21933100995467,0,61.301935774389314,5.666666666666667
46,68,61,plus,71.50826702294405,0.1442415979712959,2,2.491146119683344,0.654515628177051,0,1,30,8855.738160950325,94.63255221523325,0,19.688105845407303,68,61,plus,71.50826702294405,0.1442415979712959,2,2.491146119683344,0.654515628177051,0,1,30,8855.738160950325,94.63255221523325,0,19.688105845407303,5.083333333333333
47,24,29,plus,39.56478883750228,0.6324512970795827,1,6.955792734575111,0.662751780095645,0,0,0,2334.1316164396244,65.01767053329546,1,15.595320064549998,24,29,plus,39.56478883750228,0.6324512970795827,1,6.955792734575111,0.662751780095645,0,0,0,2334.1316164396244,65.01767053329546,1,15.595320064549998,2.4166666666666665
48,38,19,plus,57.93949900915504,0.7383979363116224,0,3.698824528834552,0.811866077287529,1,1,20,2187.770863519334,136.95238705740223,0,42.96255084690023,38,19,plus,57.93949900915504,0.7383979363116224,0,3.698824528834552,0.811866077287529,1,1,20,2187.770863519334,136.95238705740223,0,42.96255084690023,1.5833333333333333
49,26,43,basic,70.34160071315488,0.7555779685322328,0,8.074304396074162,0.0411935073069712,0,1,10,6120.808833405527,110.63973057344464,0,21.869578027400514,26,43,basic,70.34160071315488,0.7555779685322328,0,8.074304396074162,0.0411935073069712,0,1,10,6120.808833405527,110.63973057344464,0,21.869578027400514,3.583333333333333
50,56,66,premium,42.49770978177906,0.7326959434975854,1,1.9567814968071404,0.7945108947770535,0,1,20,5605.186078508081,105.97177894032784,0,40.53284262035882,56,66,premium,42.49770978177906,0.7326959434975854,1,1.9567814968071404,0.7945108947770535,0,1,20,5605.186078508081,105.97177894032784,0,40.53284262035882,5.5
51,35,61,basic,57.980336484091794,0.6758426608705111,0,11.176719575199565,0.1963488421412762,0,0,0,7134.171543513703,26.934760512643265,0,27.420120885549053,35,61,basic,57.980336484091794,0.6758426608705111,0,11.176719575199565,0.1963488421412762,0,0,0,7134.171543513703,26.934760512643265,0,27.420120885549053,5.083333333333333
52,21,43,plus,34.54870917643355,0.7200554354411655,3,2.3266516189128343,0.3459269046027924,0,1,20,3000.2506103903065,85.21185836309684,0,67.22099916427719,21,43,plus,34.54870917643355,0.7200554354411655,3,2.3266516189128343,0.3459269046027924,0,1,20,3000.2506103903065,85.21185836309684,0,67.22099916427719,3.583333333333333
53,42,25,basic,86.68654353670526,0.3124645779011202,1,3.105551953808127,0.3080428235540186,0,1,10,4317.39508734931,130.60236700743678,1,0.8026824633116494,42,25,basic,86.68654353670526,0.3124645779011202,1,3.105551953808127,0.3080428235540186,0,1,10,4317.39508734931,130.60236700743678,1,0.8026824633116494,2.083333333333333
54,31,20,premium,64.04570201924933,0.4884361785093061,1,0.2585267239433063,0.1056555479052359,0,0,0,2586.743141380169,106.87911579976576,0,51.90820169808967,31,20,premium,64.04570201924933,0.4884361785093061,1,0.2585267239433063,0.1056555479052359,0,0,0,2586.743141380169,106.87911579976576,0,51.90820169808967,1.6666666666666667
55,67,48,basic,47.11090341858791,0.5262412944487441,1,2.837391091062996,0.1737099209677223,0,1,30,4549.582891839533,50.27036215359514,0,35.85299208708292,67,48,basic,47.11090341858791,0.5262412944487441,1,2.837391091062996,0.1737099209677223,0,1,30,4549.582891839533,50.27036215359514,0,35.85299208708292,4.0
56,26,24,basic,38.40749403666554,0.3935657604162695,2,4.380157876498487,0.9563471968931716,0,1,30,1883.6008807341923,131.95825834935545,0,26.888987350851544,26,24,basic,38.40749403666554,0.3935657604162695,2,4.380157876498487,0.9563471968931716,0,1,30,1883.6008807341923,131.95825834935545,0,26.888987350851544,2.0
57,43,11,basic,48.2900517074056,0.0266921218523287,0,1.7357310825375185,0.6002722567988084,0,0,0,1143.801897817688,68.04049052148952,0,52.52757014868027,43,11,basic,48.2900517074056,0.0266921218523287,0,1.7357310825375185,0.6002722567988084,0,0,0,1143.801897817688,68.04049052148952,0,52.52757014868027,0.9166666666666666
58,70,55,basic,44.90024416472721,0.3404248382113056,2,2.094106586837408,0.4739717612944735,1,1,20,5049.618707349102,138.95263412541567,0,56.24234467093597,70,55,basic,44.90024416472721,0.3404248382113056,2,2.094106586837408,0.4739717612944735,1,1,20,5049.618707349102,138.95263412541567,0,56.24234467093597,4.583333333333333
59,19,28,basic,79.2941683099926,0.6396096502897913,2,1.4992981267468664,0.757794782524617,0,0,0,4461.030573912632,86.59461835017964,0,46.0331264378388,19,28,basic,79.2941683099926,0.6396096502897913,2,1.4992981267468664,0.757794782524617,0,0,0,4461.030573912632,86.59461835017964,0,46.0331264378388,2.333333333333333
