customer_id,age,tenure,monthly_charge,plan_type,clv,churn
1,36,15,150.50390961254823,basic,2505.890514108644,0
2,58,41,170.95414430848078,enterprise,2658.151285709936,0
3,26,3,108.37065822460316,basic,1278.8591050203308,0
4,53,33,63.888600163591256,basic,217.5782273646429,0
5,67,32,169.42303490525805,basic,3897.4969157583882,0
6,50,17,66.07652707883786,enterprise,567.6970832703528,0
7,20,33,131.19474810751527,basic,2194.7479229854885,0
8,62,3,141.71403297526422,basic,3953.816178914249,0
9,64,53,198.6347333066101,enterprise,3403.810560876304,0
10,18,42,138.98707363920448,pro,1961.7675941914079,0
11,57,4,20.95563703483133,enterprise,1778.4021687308848,0
12,51,56,163.39445912235854,enterprise,2470.23269677983,0
13,24,42,141.78355717224318,pro,4782.029041084074,0
14,61,52,171.77129729875674,pro,1562.7372450546811,0
15,65,13,48.499262711498154,enterprise,4845.395282556813,0
16,49,27,175.3422353073535,enterprise,4170.154500927699,0
17,69,45,132.37692910251684,enterprise,2768.019071320834,0
18,67,19,161.14305121233355,enterprise,296.60769754567735,0
19,52,16,173.24275718491197,basic,1276.5692964235047,0
20,21,41,196.84606291573758,pro,3366.113552779633,0
21,38,39,15.119690083244475,enterprise,2369.1918737458573,0
22,36,42,184.55150927260885,basic,2717.010709211833,0
23,47,45,53.08907364460062,pro,4234.171646045201,0
24,22,28,28.117784200416203,basic,1961.8833520680344,0
25,21,36,58.09009448191997,pro,4193.583295153058,0
26,62,10,166.0665701295717,pro,2155.673978141958,0
27,40,55,61.92472365621279,pro,4931.473660062627,0
28,35,18,185.44465047028143,pro,2138.0690990555822,0
29,34,20,34.83742477441925,basic,936.4338869748676,0
30,68,14,172.45438280731662,enterprise,835.7620383001893,0
31,35,24,14.815534597641966,basic,3825.8041024794097,0
32,26,47,43.83450118665401,pro,2158.8978526175642,0
33,30,28,56.842556522001566,pro,2590.5169429404436,0
34,60,38,43.17984461581438,enterprise,938.4448886238246,0
35,40,28,64.69542246827308,enterprise,1204.5729614751103,0
36,63,19,93.49399649235845,pro,3345.33635569002,0
37,23,6,126.94575479664483,basic,2811.2190071600176,0
38,68,35,158.36334638198585,basic,4862.376249575084,0
39,40,21,85.55920925667078,pro,1998.733680496924,0
40,47,25,160.70431583759043,basic,2704.639472698354,0
41,68,39,11.501733384049462,enterprise,4456.254314706101,0
42,18,24,35.549432962453196,enterprise,3391.8551444069394,0
43,57,45,12.552112410639564,basic,1821.6808218472283,0
44,47,56,156.79499312334892,enterprise,2849.5639978105664,0
45,46,34,22.732575011033422,enterprise,4204.639913794864,0
46,45,58,33.70142694841937,pro,3469.5110051233223,0
47,66,27,64.27729095348488,basic,2759.5051740811928,0
48,34,22,113.8134494683255,enterprise,3682.2894471779705,0
49,68,36,69.17899632194545,basic,2086.1522279810415,0
50,20,51,181.42433808085016,pro,3156.850673587665,0
51,23,6,156.27410176118406,basic,132.29837815969594,0
52,41,27,62.87061887800575,enterprise,2210.253068928478,0
53,40,59,181.41111806409083,pro,332.85093316257155,0
54,21,42,126.03748490860916,pro,4014.810985979125,0
55,62,54,47.366064743503436,pro,1343.2343578972136,0
56,55,54,107.45476818655507,enterprise,3806.2786041479394,0
57,61,37,16.51097583851716,basic,4728.384366639004,0
58,30,20,153.45415402644102,basic,2553.533510013288,0
59,64,37,54.76328375030462,basic,3127.191511242385,0
60,53,21,104.02171767637202,basic,1431.7796645279993,0
61,44,9,47.98301767541331,pro,2113.631030700016,0
62,21,49,141.81982454815054,basic,4620.893985456408,0
63,61,6,89.30218958992184,pro,4469.19284269198,0
64,46,59,50.76565416003883,enterprise,3597.871406224962,0
65,66,23,197.0199786950362,basic,2565.0517159930037,0
66,65,37,65.20905639651858,basic,3893.2472818244005,0
67,21,33,155.46663774346794,basic,357.9723834548085,0
68,60,32,138.79970738162783,enterprise,979.8615011158254,0
69,45,3,192.8416402200664,enterprise,3400.1455711879275,0
70,26,14,109.62001407914484,pro,2481.5687302487545,0
71,48,52,83.01660128568132,basic,622.299762707866,0
72,20,33,26.528326490096156,pro,852.0196625654079,0
73,63,15,36.544380779119244,basic,824.6051192291646,0
74,38,9,53.14926588564101,enterprise,1286.9140562269222,0
75,64,21,142.87509669434178,pro,2125.556072126961,0
76,34,13,128.05470111542283,pro,4749.532270989068,0
77,68,19,141.46390594719358,basic,2400.051619071467,0
78,40,4,102.69356296041619,enterprise,2420.892050882154,0
79,56,21,73.19826780734051,basic,4511.267718300852,0
80,63,57,118.3435977746705,pro,3628.9878412809494,0
81,43,41,118.23763043589945,pro,441.7320167551377,0
82,36,28,65.40081084597935,enterprise,3856.080267451267,0
83,46,48,152.45145511676455,basic,231.56387804284034,0
84,43,59,119.97912937022862,pro,4165.883477315743,0
85,37,2,177.60426941191815,basic,2414.5654983677628,0
86,36,7,92.12237880691575,pro,3177.364577943653,0
87,55,56,13.034532482087053,pro,1951.3615070409699,0
88,20,6,155.149725943805,enterprise,2908.1739262587307,0
89,55,30,110.04906444446517,enterprise,1917.2834486809234,0
90,49,6,10.543931562336708,basic,4646.880151637049,0
91,41,13,153.43459812401903,basic,806.5514973399975,0
92,57,7,93.40615036012223,pro,3135.5644760613927,0
93,19,16,185.66486324052133,enterprise,1723.247315711958,0
94,42,44,28.070421123081346,enterprise,1470.3394149821247,0
95,37,49,29.842338852455367,enterprise,2938.3254412842216,0
96,56,54,129.71977979259955,basic,3556.432405963354,0
97,63,1,129.09061338701613,enterprise,2659.2623641962045,0
98,33,21,194.3195005939426,pro,671.3012653115046,0
99,68,55,99.970843821805,pro,3043.005030192519,0
100,55,22,85.59440392683189,enterprise,220.34051550296198,0
101,20,16,128.9187581467595,enterprise,3351.254249267001,0
102,59,19,164.42773345492208,enterprise,1060.5952282596963,0
103,63,8,17.26675195349152,pro,4394.336301323168,0
104,64,28,199.71835104306996,basic,4823.2230331523215,0
105,27,17,34.38327845497189,pro,383.013447382205,1
106,35,13,106.0107919787603,pro,3409.1138063291623,1
107,52,30,104.62335243742923,pro,1840.5379632480387,0
108,67,59,162.99935426574717,enterprise,1816.236474731097,0
109,65,25,77.24546528583015,pro,1474.0179114721432,0
110,41,42,74.85284146952539,enterprise,2376.6518186169833,0
111,46,29,74.37973570715229,basic,3313.613568247265,0
112,63,52,129.0527039227175,pro,3899.6704175757186,0
113,50,8,95.78274955390522,basic,4651.590984325939,0
114,32,57,127.10469409254372,basic,1634.9678698128118,0
115,57,11,29.10292755762128,enterprise,2601.8415853657075,0
116,68,20,158.55397531161097,pro,2390.5006826358667,0
117,54,3,85.13739969047471,pro,518.3878551252151,0
118,19,55,88.1351786428101,pro,4939.424735976823,1
119,23,29,179.01247827601713,pro,4738.179480525145,1
120,56,57,48.014752429621986,pro,1131.89753191139,0
121,37,40,136.14806325838146,basic,2085.949159436752,0
122,66,44,189.69223030636138,pro,2239.869781559407,0
123,20,19,44.37353253924391,enterprise,4716.518753281492,0
124,62,50,79.91574975207864,enterprise,1551.095346080736,0
125,50,16,117.9740752424527,pro,3757.990546999778,0
126,21,36,87.27592658744912,pro,4731.065974555429,0
127,44,7,179.50063119501297,pro,3736.6298641444014,0
128,49,18,76.52076065780632,basic,357.9329959450314,0
129,44,8,18.36428610633654,basic,3898.6049328244385,0
130,30,38,75.19107923855884,pro,1331.9128152699298,0
131,29,15,29.06102961010279,pro,703.5455566026349,1
132,29,58,131.5980596936895,basic,722.9693252498756,0
133,43,54,109.71491135150961,basic,3180.7601453397624,0
134,68,53,182.80471476508134,basic,1722.7373536535642,0
135,35,33,199.4726597706475,pro,1951.7882540219312,0
136,24,9,190.483577454615,pro,2030.4472915593428,0
137,45,8,27.308084882761836,basic,2821.7758241702477,0
138,68,47,191.04086718440635,basic,4796.352295424941,0
139,48,6,153.6794242460136,basic,3097.304705599758,0
140,22,18,111.55914693577132,basic,3603.9532025689623,0
141,48,14,61.00165313334041,basic,2764.3111969841825,0
