customer_id,age,tenure,monthly_charge,plan_type,clv,churn
1,54,1,108.84444110243226,pro,3195.5245510659875,0
2,52,56,163.15008344090992,basic,2141.6019355901963,0
3,34,50,158.80694870779865,pro,3343.7827029882283,1
4,43,52,59.88318197136091,basic,3321.7420514640885,0
5,28,44,16.23543415587572,basic,3147.202810965576,0
6,55,39,114.83849764831282,basic,4580.589426583768,0
7,30,20,74.13316986650432,basic,2212.6605023151687,0
8,31,39,142.3796835160542,enterprise,2802.5671658833485,0
9,50,17,153.55760650163984,basic,1246.836789199257,0
10,25,1,166.39051101427177,enterprise,957.0264133380582,0
11,59,49,86.98697528443866,enterprise,2994.9317847025195,0
12,67,50,198.4113061384607,enterprise,1623.9367210769087,1
13,51,3,80.91130361013175,basic,1156.3521108713492,0
14,69,51,114.28434161921595,pro,1707.7408691244693,0
15,51,36,85.05156859271362,pro,2577.6958333555517,0
16,36,36,71.58657589502775,enterprise,4074.3014789174536,0
17,38,58,162.393386665737,basic,3904.0640602699214,0
18,62,15,158.29229153817667,pro,3004.3338178178415,1
19,55,11,24.967931327415535,enterprise,469.43276519283944,1
20,36,24,146.02045030066984,basic,2189.7571506846557,0
21,21,49,84.55778548694204,basic,366.78669437142133,0
22,23,6,81.6091166525881,pro,3031.360227421255,0
23,60,54,78.28792040151615,pro,4996.641315750946,0
24,48,50,37.00253993964898,enterprise,3617.1353714955985,0
25,53,53,88.04974887935784,basic,2037.8615926001883,0
26,31,27,78.94767718763042,enterprise,3993.278865171831,1
27,68,28,84.50581420589162,enterprise,1418.3033293280496,0
28,39,13,28.87501847209111,pro,1787.051413599763,1
29,64,51,17.872798815937756,basic,1239.2008698353309,1
30,20,14,42.53083862805429,pro,3536.289665367388,0
31,18,58,88.15503001830326,basic,4291.484520595702,0
32,42,43,123.5160011314637,enterprise,1908.6471345958407,0
33,26,37,93.75231750201365,basic,914.6839611090976,0
34,36,36,125.75033292351955,basic,3947.5633209776615,0
35,30,19,140.0361194114959,pro,1757.9947819109825,0
36,62,44,176.04510600482305,enterprise,4559.791356097867,0
37,64,43,187.07583494904358,enterprise,1893.4021473490109,0
38,33,33,191.2095605461265,enterprise,1027.0182384476743,0
39,31,16,155.40220589580906,enterprise,964.0707714199946,1
40,30,38,134.37729985291884,basic,1738.9019991741825,0
41,54,40,14.75706289236997,pro,4268.705499059356,1
42,36,58,171.25107202086096,pro,1751.0424257743177,0
43,48,30,10.334163957675308,enterprise,4141.3091217329065,0
44,29,39,149.40166525759608,enterprise,4945.2920383897845,0
45,56,3,11.575550475649615,pro,3459.357852531753,0
46,69,13,142.0482185519084,pro,2429.2388277726823,0
47,56,44,188.75856458076169,enterprise,777.5220412005156,0
48,19,44,47.0382232850185,enterprise,205.51607312239196,1
49,41,55,140.86378101313247,enterprise,4327.30392377684,1
50,63,38,116.81484718546429,enterprise,3168.3561269977495,1
51,50,55,179.34769235561592,basic,1868.3931985516135,0
52,40,10,80.71206143274618,pro,2866.124060040864,0
53,69,46,33.12713263751681,basic,2516.787294977466,0
54,58,7,11.160187146775577,enterprise,2689.994203781743,0
55,22,42,196.1940047678914,basic,4040.687348930319,1
56,34,36,120.80622230809963,pro,3588.8258600795375,0
57,67,42,146.14689282062932,enterprise,2009.41409647029,0
58,25,26,52.501256903223336,basic,361.7156890742926,0
59,52,22,44.72079711444635,pro,1576.3897564952563,0
60,61,59,38.60318504490617,basic,3434.8008383536976,0
61,62,3,26.211868803185148,basic,3948.448876393392,0
62,22,29,83.47005209692684,basic,4960.356977449635,0
63,38,28,121.95605734813378,pro,1490.060158648269,0
64,56,1,35.031074016755255,enterprise,1368.7528790366514,0
65,53,48,151.59489229928369,enterprise,2357.364999764746,0
66,33,45,57.47450946178602,pro,3958.9475146812297,0
67,43,35,123.26484213632143,pro,476.33318078960525,0
68,37,4,46.2803622934393,enterprise,2044.24744425573,1
69,46,28,194.7594078984056,basic,1499.2608480853232,0
70,19,7,52.96940776370624,pro,2435.3525129007426,1
71,43,20,67.60130156579163,enterprise,1556.9798666102818,0
72,55,19,83.29694412522609,enterprise,4545.608846210905,1
73,42,13,161.44666970511534,basic,130.38411358995123,0
74,63,37,147.8280536086897,enterprise,3524.1270794886022,0
75,34,48,22.434914960626706,enterprise,262.0252860534001,1
76,32,3,88.65872039794351,pro,1531.3375390985407,0
77,64,51,177.6228166822036,pro,4911.381542608575,1
78,43,2,47.66775113994092,enterprise,1550.5583371715338,0
79,26,4,161.5738533335273,pro,2205.2961878608266,0
80,66,45,27.215175031399983,pro,1065.7869334271747,0
81,62,43,12.714362448741007,pro,2837.2585809114053,1
82,25,45,19.20893961736273,basic,4209.416096737879,0
83,36,39,121.89407086640273,pro,2731.2891667510276,0
84,38,22,155.99553653267358,pro,4967.511408581967,0
85,41,38,60.64198022089524,basic,4233.877558544108,1
86,49,22,149.97579295405006,basic,3801.819112044506,1
87,34,25,114.69092716870576,enterprise,2655.2379735265254,1
88,48,42,43.44794263989043,basic,4886.229094323506,1
89,37,49,176.26306890866826,pro,4216.537748457835,1
90,43,55,32.60226824493108,basic,870.620180806567,0
91,35,20,145.15222842137246,basic,2663.263698312099,0
92,67,27,33.05550632720211,enterprise,2124.5103190917534,1
93,58,23,149.91351466900713,pro,240.059976508362,0
94,51,58,36.61675797639673,pro,2913.9137801350416,1
95,68,3,54.764205381679986,enterprise,878.549628599338,1
96,54,29,66.93403570482431,pro,483.7404547866372,0
97,59,34,78.50202244900636,enterprise,4576.887303502685,0
98,61,48,151.74964293092734,pro,548.2634231869106,1
99,63,5,16.127610871805317,enterprise,3854.541337544709,0
100,43,33,33.738767972186885,basic,1251.746637499511,0
101,35,44,46.65846833020629,enterprise,1292.421993979144,0
102,57,7,16.495578385221172,basic,2610.456478104165,0
103,29,27,21.81586553416679,pro,1328.2579037071523,0
104,44,34,182.1175717266642,enterprise,1541.81352350168,0
105,21,37,75.584772915273,basic,4376.595936254469,1
106,60,17,167.1306159821722,enterprise,3944.765552030654,0
107,64,29,123.31661771677983,pro,1655.8833712571693,1
108,42,35,110.21201744480472,basic,4972.295824902678,1
109,31,26,56.851583119588845,enterprise,3810.5156290124655,1
110,21,50,62.15008419027195,basic,354.9060387543673,0
111,39,16,131.88136195436869,enterprise,1544.878252773014,1
112,22,17,124.42853719274714,basic,2064.560959202022,0
113,68,38,76.85315456239346,basic,4794.743107336478,0
114,58,16,19.950662692931196,pro,1655.0017292635894,0
115,36,34,100.75840326469304,basic,4602.188063232731,0
116,54,25,174.03889100407832,enterprise,3500.87447400354,0
117,33,43,67.367701734185,pro,3653.4937661375893,1
118,32,50,164.30751807106464,basic,329.4670158980839,0
119,28,41,160.86798632150757,pro,3316.084688916024,0
120,67,49,43.88459607430827,basic,2678.77738893001,0
121,68,24,77.13737637007576,enterprise,778.7689007803586,0
122,52,53,132.834575038538,basic,731.622619685009,1
123,38,33,132.4752315723057,basic,2609.027939172696,0
124,39,46,137.68127957542535,basic,2649.0031924832083,0
125,62,30,85.33831666035618,pro,4892.878549263434,1
126,43,50,140.51254139413126,enterprise,1669.5855344237032,1
127,47,43,191.75554441650306,enterprise,4451.6152649657115,0
128,30,36,155.0183562928008,enterprise,4421.28512113222,0
129,41,58,22.678413379146697,basic,4907.718854797905,0
130,43,44,91.00101678415822,enterprise,1155.063219550863,0
131,37,17,110.9119366835209,pro,4432.593772455016,0
132,37,53,180.3504830344733,pro,3151.269939596078,0
133,19,3,140.77981054216593,enterprise,689.428343770059,1
134,24,7,144.35574474141617,pro,2997.6332587198367,0
135,28,35,45.30142994208577,basic,3714.0003100896156,0
136,23,45,36.661100765075716,basic,2423.173438056019,1
137,39,23,71.59582194172418,enterprise,3962.4410276833155,0
138,68,54,152.31491238388986,enterprise,707.1102370487394,0
139,39,6,175.13754093410685,enterprise,2852.3977627763197,0
140,54,46,144.9169187748466,pro,2466.886118077434,1
141,68,39,164.5344161271987,enterprise,2555.16194890675,0
142,20,21,183.56735877780068,basic,3368.725161806662,0
143,63,5,14.044769392800548,basic,2121.900761242655,0
144,66,17,188.79706647251157,pro,1922.5369072821172,1
145,40,50,161.7944514898649,basic,365.70989945591464,1
146,26,26,48.204002939894906,basic,1798.1901030156246,0
147,41,38,151.01497061706968,enterprise,2920.7539926191002,0
148,28,57,40.86781132630185,pro,3509.512646042272,1
149,58,56,28.337353643539476,pro,865.2326162692591,0
150,23,18,61.211956821811945,pro,657.4768178381368,0
151,22,44,191.76480572818426,pro,3091.2941970363427,0
152,32,30,70.43953643687207,pro,4306.41004212011,0
153,60,30,159.91915998098753,basic,2263.8432312964865,1
154,42,58,143.87296553356128,enterprise,1202.6928789222477,0
155,38,48,132.12928313329314,basic,4649.324883556548,1
156,48,27,178.69418132052525,enterprise,1867.6656519910644,1
157,27,49,90.04919076061924,pro,2102.7414746520053,0
158,62,8,162.80911644289318,pro,2984.9922481919175,0
159,30,10,36.2523484434239,basic,3069.356740789275,1
160,51,5,155.72816863476092,basic,520.8208293908455,1
161,19,36,199.81314849950073,basic,791.932300559154,0
162,31,45,167.05813296995782,pro,4811.750538146983,0
163,58,56,124.51038149662752,pro,2282.7978301755215,0
164,46,42,174.42762209410864,enterprise,1871.6178133684225,1
165,27,32,159.65280776709028,basic,2101.5893638632515,0
166,42,50,111.29314869934915,pro,3325.4639787750157,0
167,51,50,35.321031965360405,enterprise,1823.0901170247364,0
168,61,40,51.12760830981753,basic,1448.7422817081933,0
169,51,35,57.66580498808704,pro,3913.4020669023917,1
170,42,30,145.28748011281368,basic,2482.39710239339,0
171,56,40,40.35263059329327,basic,1326.3421600297006,0
172,39,16,55.5774744633293,pro,2639.7562150311146,1
173,32,58,101.55012486912707,enterprise,142.45372166457892,0
174,59,9,171.59892506783808,enterprise,251.81667760306541,0
175,23,45,117.70317142844968,enterprise,3496.2444720367553,0
176,30,55,47.94071424960518,enterprise,2528.7393736289923,0
177,37,31,86.61815419023151,enterprise,4892.70400592318,1
178,56,39,36.811037155853825,pro,1844.8834468525088,0
179,31,14,80.78111324267486,enterprise,3687.7844828241728,0
180,65,21,142.77750357822404,pro,4259.758629901362,1
181,63,36,93.60151716294358,basic,4733.406902522288,0
182,37,11,185.4960134471336,basic,151.93348142503834,0
183,56,1,79.66696670236784,pro,2214.6193455665125,0
184,43,30,114.95263632690524,enterprise,1714.3678954174459,0
185,46,27,112.3111229607484,enterprise,3739.825772168935,0
186,23,7,138.9147146443545,basic,1948.5121689085258,0
187,38,56,91.62008518238606,basic,2040.62426838785,0
188,36,41,127.2187129835279,enterprise,659.167942169795,0
189,51,10,151.20600899904616,enterprise,2026.1631384669718,1
190,27,35,34.67109949096715,enterprise,1640.4385238272155,0
191,43,37,162.18276719428818,enterprise,3592.2984042880844,0
192,59,22,103.7038999683799,basic,1907.8496784320723,0
193,51,46,94.60907548078788,basic,2089.033732950088,1
194,28,44,105.02609538390269,enterprise,1858.0096640637196,0
195,42,5,102.92394478775756,basic,1671.4968526455427,0
196,47,49,153.94149049771815,basic,4480.330143249016,0
197,69,17,99.95346666242675,pro,3981.1257157133996,0
198,66,50,144.33788128330744,pro,2915.7648119182386,0
199,64,51,77.26441891920133,pro,3676.959026521287,0
200,20,10,145.38925619345414,enterprise,2516.4895529418345,1
201,21,32,159.38485073182238,enterprise,181.12146078289953,0
202,53,55,104.29583004759454,pro,3534.635628049664,1
203,64,33,73.39618311286029,enterprise,2645.905271871913,0
204,54,24,84.20288075797369,enterprise,2643.1707920307363,0
205,45,51,72.87609880474956,basic,248.34350983301218,0
206,50,25,176.96379727879366,enterprise,339.4087510612975,0
207,29,35,19.91881992027406,pro,1936.549240028824,1
208,30,53,78.50115188539075,enterprise,325.515926530621,0
209,31,50,155.7179059216374,pro,3958.948741603782,0
210,28,51,21.924549289578426,pro,2699.6944483402026,0
211,50,13,34.38136339422387,enterprise,3598.3414839803927,0
212,61,42,101.16201116358584,basic,1042.6491654007273,0
213,19,42,130.79396663853169,enterprise,4697.991335517315,0
214,63,38,175.34240659137842,pro,4266.225981447875,1
215,56,16,142.59325622202905,pro,3466.013948433467,1
216,33,41,173.0446831405035,enterprise,2796.741555944118,0
217,56,6,20.229009262434936,basic,1226.9458147410085,0
218,43,35,153.78466566789982,pro,1153.2153750846956,0
219,29,4,113.26395950688313,basic,347.2756007200004,1
220,56,15,91.55732542592185,basic,803.6168928660238,1
221,24,17,193.5723868069868,enterprise,2518.394240983591,0
222,51,3,111.30567598863118,pro,2107.9026492366625,0
223,23,58,197.94827481006942,basic,3114.945415559135,0
224,65,58,164.12678375565,basic,1224.5939425707927,0
225,55,39,55.84330717615738,basic,4852.868667549782,1
226,56,28,144.60718756486463,basic,1041.287447309139,0
227,18,39,22.990174934354243,basic,4421.477497289664,0
228,40,29,47.28095132884536,enterprise,1655.424071546826,0
229,34,3,18.235408519092033,pro,3028.764769576141,0
230,22,12,136.4922033862183,pro,4317.630962726055,0
231,27,31,177.83080721883357,pro,3567.473190617554,0
