customer_id,age,tenure,plan_type,monthly_usage,engagement_score,complaints,payment_delay,usage_volatility,shock_flag,treatment_flag,discount_percent,CLV,retention_cost,churn,time_to_churn
0,56,45,plus,38.737092476324776,0.33276157832374853,3,2.808281251243332,0.9130664633578055,1,0,0,3394.1291764368034,51.29274723926812,1,31.287324786772388
1,69,33,basic,27.977259025063525,0.06832556757745645,3,2.8928574453146965,0.1576597826698245,0,1,10,1789.84029349588,134.84776441794014,1,4.489542235107484
2,46,7,basic,59.622139940161276,0.35141729449414516,1,1.3395808404157517,0.9546868265138425,0,0,0,897.8768782324921,143.3126715318441,0,60.65622216529988
3,32,22,basic,38.636319457131016,0.6277762537585584,1,0.16308372024104756,0.8164529202496772,0,0,0,1694.384380556403,121.51456259156285,1,3.167315296877038
4,60,5,basic,77.41653502045534,0.5679789370454671,0,2.1599217414554324,0.42298426432688674,0,1,20,733.852213633674,31.655512173063386,0,50.30882610718595
5,25,15,basic,43.86505791918011,0.5242333941557632,1,0.34403345287960274,0.43960588183579574,0,1,30,1324.144553815071,139.17249906836054,0,37.767687227521236
6,38,21,plus,47.96037222432935,0.33160173668112775,0,1.834145006588149,0.649983054147993,0,1,20,2084.403229414201,73.97748116794696,1,11.510977224168549
7,56,17,basic,15.43861552082376,0.6085740120043317,2,4.762838809834137,0.664562702447923,0,1,20,539.249134457686,70.16020672651058,0,43.8007961876631
8,36,56,plus,32.57399456296575,0.7392358139367281,1,5.4791086969763585,0.07926451085590447,0,0,0,3592.8343315409543,32.99478279981911,0,45.05815769823806
9,40,50,premium,15.812891747593966,0.3359626049091986,3,16.769557572124516,0.4569464034704023,0,0,0,1596.4335999068596,116.94578455201672,1,1.2255234723747148
10,28,7,plus,54.4113098156407,0.5087411590607375,1,2.818746228201837,0.13073474904949423,0,0,0,877.8735148526569,23.23576989831253,1,1.4073948367965636
11,28,50,premium,48.773048726208195,0.386475551568729,1,1.7458255756993815,0.2860864837703857,0,0,0,4928.264364631171,119.20112293627436,0,19.534624580907767
12,41,60,basic,59.45184815646283,0.8805485075142975,1,1.8976143388466369,0.9491466406297391,0,0,0,7179.936112181134,24.728486465801293,0,87.94554692555195
13,70,7,plus,62.11114963926858,0.3175055978426174,1,2.798828866039674,0.6998370156938711,0,0,0,948.5327443575605,37.51091001769839,1,10.778140691548822
14,53,40,basic,64.42207903226584,0.8570184967709429,1,6.717872858738708,0.3171629241756493,0,0,0,5185.446363139626,92.80285924164383,1,5.687024962628729
15,57,45,plus,46.62439719193048,0.6088322308868752,0,4.330056467250035,0.0716127683849973,0,0,0,4245.878479401247,82.26316931997289,0,30.88280477323637
16,41,59,plus,51.28119170867581,0.21653922852631896,1,1.8792433415654863,0.6252938686928646,1,1,20,6034.189105598912,72.02409237709804,1,9.397371546428005
17,20,55,basic,58.684130320682456,0.36207394254189573,2,6.734011441351838,0.48190120753166976,0,1,10,6506.501541520532,121.46884056814933,0,38.37125055953062
18,39,64,basic,38.07907970139233,0.32720023155812694,1,3.0921373036495217,0.08305063576388139,0,0,0,4861.249897715128,139.37078900901403,0,25.4944017916204
19,70,65,plus,35.929813299301394,0.12446789840339859,1,0.907034401772928,0.880306509031666,1,1,10,4712.169408888284,28.61281232224093,1,4.598190072466755
20,19,54,plus,73.10100859614238,0.5769979751982194,1,1.5314129297656,0.5695144527452503,0,0,0,7856.278700371271,79.29545845641596,0,48.911294746858545
21,41,40,plus,22.907536874315323,0.18809879721441256,0,0.5069983041646942,0.3695073669647415,0,0,0,1752.6235370421014,72.70427843922306,1,8.410665873041447
22,61,53,basic,57.500061279842946,0.24555623794554435,1,2.9181926016777604,0.006266799329948114,1,1,10,6131.329492931971,120.48986216947816,1,5.120342285557551
23,47,44,plus,55.118175748135286,0.7628778804199876,0,1.8017681226572113,0.03320733317074942,0,0,0,4824.148340772368,35.98465691642254,0,56.338916905323615
24,55,63,basic,33.15019138143141,0.2550958114805146,2,1.5702736032127977,0.9901679312706343,0,1,10,4216.266698253112,84.98068207062475,1,6.959467176092384
25,19,2,premium,39.98235412308631,0.7118506357887388,1,6.055762075568698,0.1383174938641999,0,1,30,138.13653946359554,64.88072133210387,0,34.2837086523025
26,38,21,premium,44.64738455014695,0.4050030505156053,1,0.018910877624488464,0.7149680766997247,0,1,20,1852.457535879511,88.24545296009428,0,36.85109912677903
27,50,50,basic,53.250084286456975,0.21531410351602248,0,0.783242604782727,0.7142549342043273,0,0,0,5344.9847105295485,119.56419407195396,0,41.038951693519664
