customer_id,age,tenure,plan_type,monthly_usage,engagement_score,complaints,payment_delay,usage_volatility,shock_flag,treatment_flag,discount_percent,CLV,retention_cost,churn,time_to_churn
0,56,24,plus,38.41996939426253,0.16539648824410724,1,3.2353539390699786,0.7455689656541933,0,1,20,1848.0932877453813,42.63596454460384,0,20.593053259356964
1,69,19,plus,58.23769948323808,0.28785036667003827,2,3.1030799241911566,0.16201033058505054,0,0,0,2203.76418145556,103.5640422676698,0,41.81676573684799
2,46,18,plus,56.396894271942045,0.6292041044585968,0,3.2294317873019924,0.6815012303761604,1,1,30,2084.514674641415,74.2559447934737,1,67.86562582470546
3,32,64,premium,27.619835853646983,0.6016175547701714,1,3.36174345511672,0.07224775816277806,0,1,20,3585.0530418556527,54.281662086429286,0,28.365734026355437
4,60,35,premium,40.33709214953599,0.8498610208149773,0,4.863901724604592,0.313430781164453,0,0,0,2803.6955387396906,26.60496492099824,0,20.28305174927347
5,25,62,basic,24.518024343916125,0.42761912560113247,1,2.8117083241814687,0.3741813024505989,0,0,0,3137.300204069883,119.03917984256401,0,33.649079001087536
6,38,1,premium,88.25193472630083,0.5781724425102829,1,6.266403690687846,0.31366717229303076,0,1,30,144.58599641639745,42.8496232630027,0,39.59519616882088
7,56,25,premium,44.55893411804733,0.8359258841704656,3,1.6740359241831817,0.3107718269202563,0,0,0,2243.5677559539795,147.53128207963232,1,18.75855338386343
8,36,45,premium,39.84813240758784,0.4376933916013206,2,10.886644228862213,0.5324379613118985,0,1,10,3581.6480027016773,78.49857777492463,0,52.7823329705805
9,40,49,plus,42.49749133580337,0.8595945464880572,3,0.10258314524392083,0.8235992509664115,1,1,10,4114.261159781656,40.44168653726813,1,8.79953622578407
10,28,16,plus,38.687156613669416,0.7065126735365865,1,0.43189460304073624,0.8733370879416558,1,0,0,1200.8059360715936,28.311174567415165,1,10.02627208620557
11,28,19,plus,47.25452510237112,0.8540192573302923,0,0.26227109366742585,0.07347688300572308,0,0,0,1764.212473623626,93.54546893439579,0,29.722020289724842
12,41,23,basic,68.52629483406247,0.256768262934932,2,1.7302350144883094,0.19237260339051354,0,0,0,3127.0520227794927,68.21221961132592,0,35.78340568536313
13,70,25,premium,51.46010576526983,0.6232438801583263,2,2.65934651429071,0.30929832040435135,1,1,30,2659.905376891064,92.62534200829012,1,5.775731365671604
14,53,16,basic,29.185965241583094,0.7293702183385545,1,1.7531456546089481,0.6837665279669505,0,1,10,951.644827624098,127.73792543620418,0,31.687336956582705
15,57,54,basic,32.78010657493935,0.8367439340182009,0,0.7077050463562308,0.4024368535463909,0,0,0,3674.794036145134,112.40031382086826,1,22.595371135416926
16,41,1,premium,52.61906996275088,0.9396053463308195,1,0.7920617643961418,0.47678082664265264,0,1,20,102.00543557130752,127.51870819636797,0,35.23384323812004
17,20,42,basic,37.51132802918711,0.6178292207375182,2,4.938047851584168,0.7844331378054744,0,1,10,3091.7978866198864,43.773492110705945,0,60.319550496893896
18,39,19,premium,47.13771942001531,0.0764627616906939,1,0.16473097302045894,0.6419111925779644,0,0,0,1735.1386712683782,92.5128960298691,1,25.020800727983598
19,70,34,plus,89.6855238137496,0.6660422469229134,0,14.305793121996512,0.5874574735839483,0,1,20,6103.124321405925,137.01191550123167,0,25.543060632355512
20,19,55,basic,34.91442895064859,0.7152544854047148,1,3.8265212340264956,0.5799755577733191,1,0,0,3896.5518539199516,21.71370976863447,1,13.417452721173323
21,41,18,plus,28.307043796827298,0.07106048704913283,2,7.622297270619839,0.19936853240842634,0,0,0,1075.1056378552887,71.45031193225597,0,54.427955373787086
22,61,34,plus,38.89600363791006,0.3843676306398649,0,0.6056991725372021,0.11071241669069809,0,1,10,2609.1563942500948,36.25477119326513,0,50.68296245963277
23,47,45,plus,23.012420692762397,0.7158274941400842,1,2.457545226128237,0.32664204624554616,0,1,30,2034.131251294461,124.62070579405679,1,11.348874483221245
24,55,6,premium,69.29156041703148,0.4307887620467496,0,2.2584402538862483,0.7684322651976359,0,0,0,831.5900539596222,39.16459621883086,0,67.56930757263383
25,19,21,premium,32.61052342785788,0.4274178346853471,0,2.909166192078988,0.8532466048769138,0,0,0,1434.3922480019587,130.03999418926963,0,54.23274795901172
26,38,70,basic,35.390526402355576,0.23475455394094288,2,4.510928264896014,0.7974213576589743,0,1,30,4960.101945504324,121.9507780716055,0,31.197134371631623
27,50,48,basic,29.998546742803814,0.5899230075894886,1,3.7526656553975344,0.15780578250351873,0,0,0,2910.5137726525722,117.6419720819759,0,44.916719138641014
28,29,39,premium,24.62517650650136,0.6371349580483053,2,1.497519462587594,0.9188954663756562,0,0,0,1893.365868577282,97.19319691508515,0,28.765083559337025
29,39,31,plus,49.177233517317205,0.6553657599549372,0,6.104499718344573,0.3875776783761785,0,0,0,3017.9413308668118,113.10156642563746,1,6.193630507257182
30,61,10,basic,38.73248103365339,0.5959013882980088,2,0.043055818362214004,0.8376595478482619,0,1,20,814.9218023078739,99.07107969691793,0,14.218026238679531
31,42,30,premium,22.929616157503197,0.39390214648850036,0,0.8760164579438408,0.626140529959186,0,1,10,1305.005557669369,42.046880386388025,0,33.49756599004303
32,66,18,premium,44.416766215856065,0.40640449965597003,1,2.198561188021822,0.7933924806046823,0,0,0,1661.634591395689,61.289754393521285,0,37.01673862280813
33,44,60,plus,55.48491262362034,0.5169384364710995,1,5.879993400255535,0.030293989463040072,0,0,0,6725.719650571129,62.62561209946424,0,44.25616461932128
34,59,15,plus,43.37021021680495,0.8077919552799301,2,1.527031024275076,0.43470587440365505,0,0,0,1276.2047409003278,74.90664926690224,0,50.669484318296405
35,45,4,plus,58.989221712100196,0.2502723472244752,1,4.488785971748264,0.6063705907176988,0,0,0,415.76695613277917,97.78366087932497,1,4.258602734334037
36,33,63,plus,75.47804161591671,0.8761840077490165,2,0.924078610204706,0.3698459235943058,0,1,10,9528.309515024772,39.16320441402837,0,37.76819500877092
37,32,40,premium,62.217421898759895,0.199521263969141,1,10.454675759363623,0.7893947971827395,1,1,30,4937.451757574931,143.85841717939604,1,3.7347908493291024
38,64,9,premium,53.237775434032315,0.7980194187626927,1,0.046727739866824144,0.723618229807766,0,1,20,1014.1114003381008,30.9781929828015,0,23.34915449988975
39,68,9,plus,62.18291188180689,0.9310783861789729,2,0.5838048466016901,0.3898190419391958,0,0,0,1108.9507714282724,86.97267229300202,0,17.789933143408966
40,61,26,plus,83.40669334252303,0.013240307006969017,0,0.06646375974593931,0.43894285085831086,0,0,0,4355.134834102314,25.015641609348958,0,50.222123791461335
41,72,4,premium,28.381280263387197,0.768962785244958,2,0.05186131903310992,0.4914134073452233,0,0,0,215.40046503321852,56.54270223178865,0,25.666612570839128
42,69,16,basic,59.490783594784226,0.07753917393674925,2,7.084517680285217,0.5451204139193212,1,1,10,1925.644688900936,91.06683032407088,1,4.2249947197573015
43,74,15,basic,35.04571819365561,0.7608956954197382,1,0.9684740984643931,0.2982936773266741,0,0,0,1020.781943123801,103.77235850125422,0,33.57078436095867
44,20,52,premium,53.62575191101277,0.19305404096797638,1,0.800767020902545,0.22907613432995866,0,1,20,5614.946520461816,77.92324815277186,1,9.039793202530912
45,54,69,basic,30.16872991827634,0.6576054433129315,1,0.9323304201093945,0.11273492158485088,0,0,0,4179.476397007709,102.30380661698395,0,37.68238605057304
46,68,5,basic,61.338466040835854,0.49588910477200576,3,4.870898067220236,0.14032620886449865,0,0,0,557.5011808376269,89.5148222379069,0,26.6886713704958
47,24,20,basic,54.19887035907243,0.5075644831807827,1,1.120966189717902,0.467617398951342,0,0,0,2125.050650531782,48.76485005100259,0,23.338934849024334
48,38,18,basic,72.492535537463,0.19230985103984538,3,2.697585928831824,0.6644500752002946,0,0,0,2561.7367657065,63.495429389582974,1,1.7544515811304189
49,26,2,basic,45.930904805044634,0.27701265992677443,1,5.86330835460205,0.6658987091725859,0,0,0,204.52082283090863,21.4286425818332,1,4.533743654258218
50,56,13,basic,45.45355505002753,0.7699535926453815,0,1.1515796819465567,0.4564944341865609,0,0,0,1288.0911155190056,22.212498324939478,0,32.966782589915255
51,35,4,premium,45.603435570112794,0.24669186384152417,0,0.47279573140371334,0.6187902954341501,0,1,10,314.38529372252344,71.40396070090723,1,25.720507066349448
52,21,42,plus,86.9172050566461,0.6521861792911465,1,0.2095867665528766,0.9590004423768718,0,0,0,7271.12806276908,78.80086066897405,1,4.490059352539625
53,42,61,plus,59.50245056129601,0.7542316129234167,0,2.4857101998865976,0.982284379385597,0,0,0,7334.357023137292,128.58143566392116,1,2.316339756110514
54,31,8,basic,70.1701225879736,0.8346929845704854,0,2.792900717477816,0.8448131957808909,0,0,0,1167.586046069718,23.9015679622927,0,80.36293267871795
55,67,67,plus,60.86535228961799,0.3593556844801262,1,6.144882677720512,0.9143753261924202,0,0,0,8220.849021008162,39.356325232466624,1,14.038019617480945
56,26,63,plus,63.22929562280779,0.7975805200441247,2,1.9247623042901987,0.13596110473940548,0,1,30,7941.246812429297,77.42128733733324,0,50.51559377631197
